Customer_ID,Avg_Monthly_Usage_KL,Current_Month_Usage_KL,Billing_Amount,Payment_Delay_Days,Usage_Deviation,Account_Age_Months,Payment_History_Score,Neighborhood_Avg_Usage,Seasonal_Factor,Previous_Fraud_Flags,Usage_Ratio,Billing_Per_Usage,Deviation_Ratio,Fraud_Label
CUST_003199,29.04,22.1,534.12,7,-6.94,224,0.81,32.07,0.87,0,0.761019,24.168326,-0.238981,0
CUST_006376,31.59,27.82,676.27,36,-3.77,168,0.32,33.69,0.89,1,0.880658,24.308771,-0.119342,1
CUST_005232,27.73,21.65,379.28,59,-6.08,201,0.07,28.22,0.86,2,0.780743,17.518707,-0.219257,1
CUST_005913,22.12,58.89,1075.49,43,36.77,3,0.12,24.69,1.07,1,2.662297,18.262693,1.662297,1
CUST_007616,18.8,8.05,132.9,16,-10.75,6,0.22,16.7,1.07,1,0.428191,16.509317,-0.571809,1
CUST_004700,29.41,34.29,657.23,5,4.88,78,0.94,27.23,1.07,0,1.16593,19.166812,0.16593,0
CUST_002369,31.63,37.31,715.76,9,5.69,16,0.78,29.88,1.19,0,1.179576,19.184133,0.179893,0
CUST_006180,25.77,22.02,422.82,41,-3.74,6,0.0,27.22,0.99,1,0.854482,19.201635,-0.14513,1
CUST_001696,22.78,26.72,656.16,7,3.94,215,0.92,21.72,1.16,0,1.172959,24.556886,0.172959,0
CUST_009621,21.51,21.5,503.48,39,-0.01,9,0.01,23.22,1.04,1,0.999535,23.417674,-0.000465,1
CUST_002759,22.99,19.57,335.62,7,-3.42,208,0.75,24.34,0.92,0,0.85124,17.149719,-0.14876,0
CUST_007657,33.72,39.05,700.62,58,5.32,1,0.02,30.72,1.07,0,1.158066,17.941613,0.15777,1
CUST_005872,33.08,12.02,184.47,25,-21.06,220,0.07,29.82,0.91,0,0.363362,15.346922,-0.636638,1
CUST_008189,30.16,82.62,1635.77,22,52.47,9,0.07,33.22,1.1,1,2.73939,19.798717,1.739721,1
CUST_003240,16.34,15.48,251.81,5,-0.86,97,0.96,16.76,1.08,0,0.947368,16.266796,-0.052632,0
CUST_003745,26.79,34.01,768.1,7,7.22,129,0.68,28.49,1.14,0,1.269504,22.584534,0.269504,0
CUST_002129,17.91,18.72,373.73,5,0.81,54,0.68,17.92,1.15,0,1.045226,19.964209,0.045226,0
CUST_000609,34.25,38.44,584.37,3,4.19,238,0.98,32.46,1.15,0,1.122336,15.202133,0.122336,0
CUST_009119,23.02,7.41,104.59,35,-15.61,169,0.04,18.42,0.8,0,0.321894,14.11471,-0.678106,1
CUST_001320,32.37,38.09,873.47,8,5.72,152,0.97,31.5,1.04,0,1.176707,22.931741,0.176707,0
CUST_003730,32.6,23.08,492.06,5,-9.52,12,0.94,30.3,0.8,1,0.707975,21.319757,-0.292025,0
CUST_001482,31.07,29.89,485.09,4,-1.17,15,0.87,28.39,0.86,0,0.962021,16.229174,-0.037657,0
CUST_000007,29.15,24.79,593.02,8,-4.36,107,0.93,27.73,0.93,0,0.850429,23.921743,-0.149571,0
CUST_008559,28.3,10.2,170.29,30,-18.1,7,0.15,24.85,0.9,1,0.360424,16.695098,-0.639576,1
CUST_002864,22.28,20.27,436.87,7,-2.02,80,0.66,20.31,0.9,0,0.909785,21.552541,-0.090664,0
CUST_003869,31.57,33.02,780.49,9,1.45,14,0.86,32.0,0.98,0,1.04593,23.636887,0.04593,0
CUST_008085,26.19,23.39,518.5,32,-2.81,8,0.14,27.32,0.85,0,0.893089,22.167593,-0.107293,1
CUST_000867,26.67,21.2,447.08,6,-5.47,19,0.96,24.65,0.82,0,0.794901,21.088679,-0.205099,0
CUST_008697,20.97,25.21,505.54,38,4.24,179,0.26,21.91,1.18,0,1.202194,20.053154,0.202194,1
CUST_002407,21.38,23.21,490.93,4,1.84,216,0.43,20.5,0.99,0,1.085594,21.151659,0.086062,0
CUST_001728,28.82,22.95,455.78,5,-5.87,224,0.83,31.41,0.91,0,0.796322,19.859695,-0.203678,0
CUST_001104,23.52,16.92,354.91,8,-6.59,169,0.88,23.53,0.83,0,0.719388,20.975768,-0.280187,0
CUST_001909,19.68,24.43,444.38,8,4.74,147,0.97,21.13,1.14,1,1.241362,18.18993,0.240854,0
CUST_003514,26.68,26.66,530.95,4,-0.02,45,0.8,26.97,1.03,0,0.99925,19.915604,-0.00075,0
CUST_004061,27.31,28.84,460.97,9,1.53,232,0.86,26.27,1.01,0,1.056023,15.983703,0.056023,0
CUST_007611,40.74,18.18,295.93,40,-22.57,189,0.19,32.99,1.12,1,0.446244,16.277778,-0.554001,1
CUST_002040,26.46,28.07,536.84,7,1.61,127,0.98,25.81,0.98,0,1.060847,19.125045,0.060847,0
CUST_006971,22.16,9.62,140.0,29,-12.53,1,0.04,19.56,1.09,2,0.434116,14.553015,-0.565433,1
CUST_004824,26.93,34.92,855.99,5,7.99,49,0.94,26.56,1.17,0,1.296695,24.512887,0.296695,0
CUST_007699,17.21,49.56,889.4,43,32.35,4,0.01,19.81,1.15,0,2.879721,17.945924,1.879721,1
CUST_002696,19.28,25.51,471.5,9,6.23,233,0.45,17.82,1.2,0,1.323133,18.482948,0.323133,0
CUST_006640,32.76,85.94,1867.33,24,53.18,191,0.12,34.94,1.05,0,2.623321,21.728299,1.623321,1
CUST_001093,27.93,27.26,482.29,7,-0.68,234,0.88,26.45,0.86,0,0.976011,17.692223,-0.024347,0
CUST_003027,24.95,31.51,776.1,10,6.56,226,0.98,22.83,1.18,0,1.262926,24.630276,0.262926,0
CUST_003360,17.44,20.65,402.56,5,3.21,114,0.98,17.94,1.07,0,1.18406,19.494431,0.18406,0
CUST_008208,16.28,7.36,121.65,27,-8.92,7,0.01,17.79,0.86,0,0.452088,16.528533,-0.547912,1
CUST_007321,27.2,24.59,447.76,56,-2.61,137,0.42,29.22,0.98,0,0.904044,18.209028,-0.095956,1
CUST_004650,30.79,36.72,595.17,12,5.93,131,0.53,33.68,1.16,0,1.192595,16.208333,0.192595,0
CUST_001653,22.02,28.87,508.28,5,6.85,100,0.74,22.74,1.19,0,1.311081,17.605819,0.311081,0
CUST_007293,25.14,14.91,226.61,35,-10.23,131,0.1,25.67,0.86,3,0.593079,15.198524,-0.406921,1
CUST_000064,27.41,26.94,608.0,1,-0.46,202,0.81,28.98,0.88,0,0.982853,22.568671,-0.016782,0
CUST_007543,26.69,57.27,1141.28,37,30.58,133,0.16,28.74,0.86,2,2.145747,19.92806,1.145747,1
CUST_006644,29.67,28.17,620.0,42,-1.5,4,0.47,31.54,1.05,2,0.949444,22.00923,-0.050556,1
CUST_003354,18.43,15.39,308.76,13,-3.04,210,0.88,17.34,0.83,0,0.835052,20.062378,-0.164948,0
CUST_002862,15.22,15.91,387.6,10,0.69,54,0.99,15.68,1.0,1,1.045335,24.362036,0.045335,0
CUST_003951,33.83,30.49,750.74,9,-3.34,222,0.68,30.98,0.96,0,0.901271,24.622499,-0.098729,0
CUST_001378,26.68,29.49,709.29,13,2.82,106,0.78,27.64,0.97,0,1.105322,24.051882,0.105697,0
CUST_001355,23.98,16.53,374.0,5,-7.45,173,0.82,23.79,0.81,0,0.689324,22.625529,-0.310676,0
CUST_001265,29.32,26.23,581.0,10,-3.09,174,0.97,31.46,0.9,0,0.894611,22.15021,-0.105389,0
CUST_009967,23.21,26.9,528.34,39,3.69,220,0.37,22.84,1.16,0,1.158983,19.640892,0.158983,1
CUST_003016,32.86,25.26,509.67,8,-7.61,177,0.85,34.8,0.85,0,0.768716,20.17696,-0.231589,0
CUST_006072,33.45,13.21,177.3,40,-20.23,2,0.28,26.97,0.99,1,0.394918,13.42165,-0.604783,1
CUST_008595,27.25,10.84,116.91,34,-16.41,192,0.04,21.87,0.99,0,0.397798,10.785055,-0.602202,1
CUST_002852,14.57,14.72,350.76,10,0.15,15,0.95,16.01,0.99,0,1.010295,23.828804,0.010295,0
CUST_008828,16.51,16.56,329.87,48,0.05,157,0.09,16.19,0.99,0,1.003028,19.919686,0.003028,1
CUST_002278,23.16,25.95,448.14,5,2.8,108,0.48,24.23,1.03,0,1.120466,17.269364,0.120898,0
CUST_004975,36.53,26.8,410.54,6,-9.73,20,0.94,33.51,0.83,0,0.733644,15.318657,-0.266356,0
CUST_004783,23.48,21.66,381.49,9,-1.82,113,0.99,24.84,0.8,1,0.922487,17.61265,-0.077513,0
CUST_004691,35.37,36.46,877.86,7,1.09,46,0.77,33.08,1.0,0,1.030817,24.077345,0.030817,0
CUST_001058,20.67,21.28,367.54,4,0.61,13,0.92,22.48,1.06,0,1.029511,17.271617,0.029511,0
CUST_003478,16.97,21.16,382.55,10,4.19,162,0.81,15.79,1.17,0,1.246906,18.078922,0.246906,0
CUST_002165,27.12,34.68,768.36,9,7.56,195,0.92,29.06,1.13,0,1.278761,22.155709,0.278761,0
CUST_005851,33.84,10.98,182.17,18,-22.86,1,0.15,33.21,0.81,0,0.324468,16.591075,-0.675532,1
CUST_007868,29.79,41.42,813.25,33,11.63,195,0.02,32.1,0.85,0,1.390399,19.634235,0.390399,1
CUST_009259,26.73,9.42,114.39,19,-17.31,151,0.19,22.35,0.88,0,0.352413,12.143312,-0.647587,1
CUST_006861,15.18,32.5,705.32,22,17.31,10,0.0,16.69,0.86,2,2.140975,21.702154,1.140316,1
CUST_005898,24.15,68.95,1025.69,17,44.79,10,0.23,27.51,1.14,2,2.855072,14.875852,1.854658,1
CUST_001292,33.7,38.48,781.93,11,4.78,215,0.63,34.42,1.02,0,1.14184,20.320426,0.14184,0
CUST_000246,16.26,11.17,211.48,6,-5.08,39,0.92,16.54,0.8,0,0.686962,18.932856,-0.312423,0
CUST_004523,24.45,31.35,592.27,9,6.9,212,0.5,23.06,1.12,0,1.282209,18.892185,0.282209,0
CUST_009394,32.07,13.06,190.89,38,-19.01,8,0.13,32.03,1.02,1,0.407234,14.616386,-0.592766,1
CUST_007703,23.67,24.38,403.44,55,0.71,8,0.38,24.59,1.07,1,1.029996,16.54799,0.029996,1
CUST_008001,22.21,44.25,1067.74,44,22.05,1,0.51,20.42,1.1,0,1.992346,24.129718,0.992796,1
CUST_008050,27.07,29.99,450.18,40,2.92,6,0.01,28.66,0.9,2,1.107868,15.011004,0.107868,1
CUST_001352,36.05,39.88,677.89,4,3.83,61,0.94,33.62,1.11,0,1.106241,16.998245,0.106241,0
CUST_002113,23.0,23.02,411.59,6,0.03,119,0.9,22.2,0.9,1,1.00087,17.87967,0.001304,0
CUST_004567,26.87,26.14,535.84,3,-0.73,34,0.63,26.02,1.13,0,0.972832,20.498852,-0.027168,0
CUST_009609,27.03,12.33,143.42,19,-14.7,8,0.08,25.13,1.14,1,0.45616,11.631792,-0.54384,1
CUST_009570,22.91,64.48,1060.15,29,41.56,11,0.01,26.96,1.13,0,2.814491,16.441532,1.814055,1
CUST_000202,31.97,37.44,812.55,7,5.47,229,0.9,30.72,1.04,0,1.171098,21.702724,0.171098,0
CUST_000972,17.74,15.68,307.99,4,-2.06,66,0.58,18.13,1.02,0,0.883878,19.642219,-0.116122,0
CUST_007858,24.71,55.82,924.64,44,31.11,11,0.13,29.35,0.9,1,2.259004,16.564672,1.259004,1
CUST_007261,31.37,27.76,499.29,28,-3.6,2,0.13,34.76,0.89,2,0.884922,17.985951,-0.114759,1
CUST_004727,29.13,27.07,675.64,3,-2.06,99,0.65,29.28,1.06,0,0.929283,24.958995,-0.070717,0
CUST_003418,15.67,17.33,299.14,4,1.66,198,0.84,16.95,1.14,0,1.105935,17.261396,0.105935,0
CUST_008107,35.78,12.21,139.82,15,-23.57,183,0.23,29.53,0.85,2,0.341252,11.451269,-0.658748,1
CUST_004342,36.8,40.64,980.07,11,3.84,137,0.93,33.94,1.04,0,1.104348,24.115896,0.104348,0
CUST_000349,17.3,16.41,377.06,12,-0.89,114,0.6,17.12,1.05,0,0.948555,22.977453,-0.051445,0
CUST_007308,21.88,10.33,120.1,16,-11.55,149,0.55,17.15,1.18,1,0.472121,11.626331,-0.527879,1
CUST_001860,21.31,20.45,499.85,7,-0.86,198,0.98,21.26,0.84,0,0.959643,24.442543,-0.040357,0
CUST_007504,24.96,18.77,464.5,32,-6.19,6,0.1,23.05,0.82,1,0.752003,24.746937,-0.247997,1
CUST_003787,28.49,28.9,629.13,5,0.41,188,0.7,29.88,0.98,0,1.014391,21.769204,0.014391,0
CUST_003189,23.66,24.48,584.02,12,0.82,50,0.74,25.33,1.15,0,1.034658,23.857026,0.034658,0
CUST_004384,24.56,23.86,585.47,4,-0.7,226,0.82,22.63,0.86,0,0.971498,24.53772,-0.028502,0
CUST_008837,40.37,16.65,258.38,35,-23.72,10,0.25,31.42,1.03,1,0.412435,15.518318,-0.587565,1
CUST_004768,33.39,28.87,662.1,8,-4.52,115,0.86,32.73,0.86,1,0.86463,22.933841,-0.13537,0
CUST_007614,19.81,18.39,373.91,54,-1.42,9,0.08,20.01,0.9,1,0.928319,20.332246,-0.071681,1
CUST_002641,22.54,26.62,493.1,6,4.09,145,0.85,21.41,1.1,0,1.181012,18.523666,0.181455,0
CUST_002015,17.89,16.87,333.14,3,-1.03,177,0.83,18.3,0.85,0,0.942985,19.747481,-0.057574,0
CUST_001242,15.98,15.09,376.85,12,-0.89,226,0.91,17.14,1.11,0,0.944305,24.973492,-0.055695,0
CUST_003514,26.68,26.66,530.95,4,-0.02,45,0.8,26.97,1.03,0,0.99925,19.915604,-0.00075,0
CUST_000136,33.61,36.58,761.86,7,2.97,79,0.57,34.6,0.99,1,1.088367,20.827228,0.088367,0
CUST_005535,15.63,9.3,227.26,41,-6.33,9,0.16,15.8,0.96,2,0.59501,24.436559,-0.40499,1
CUST_000122,16.16,21.13,331.4,8,4.97,99,0.76,15.54,1.19,0,1.30755,15.683862,0.30755,0
CUST_008355,23.78,51.37,900.53,16,27.59,222,0.26,24.88,0.86,1,2.160219,17.530271,1.160219,1
CUST_001872,27.69,30.96,524.06,5,3.27,192,0.86,29.17,1.2,0,1.118093,16.927003,0.118093,0
CUST_003468,18.82,14.65,240.52,7,-4.16,202,0.8,18.24,0.83,0,0.778427,16.417747,-0.221041,0
CUST_000722,31.97,31.65,762.41,2,-0.32,124,0.88,29.56,0.87,0,0.989991,24.088784,-0.010009,0
CUST_005166,34.51,43.9,1079.34,34,9.39,221,0.22,34.78,1.01,1,1.272095,24.586333,0.272095,1
CUST_006247,28.63,84.49,1489.11,43,55.86,195,0.05,28.72,1.18,0,2.9511,17.624689,1.9511,1
CUST_004106,26.41,30.05,672.13,5,3.64,101,0.76,27.52,1.0,0,1.137827,22.367055,0.137827,0
CUST_005530,17.19,49.05,673.43,17,31.86,178,0.21,19.54,1.14,2,2.853403,13.72946,1.853403,1
CUST_004448,16.16,19.06,363.12,9,2.9,235,0.96,16.56,1.18,0,1.179455,19.051417,0.179455,0
CUST_009302,21.25,58.7,1214.7,34,37.45,6,0.33,23.01,1.1,0,2.762353,20.693356,1.762353,1
CUST_001379,30.58,35.14,702.42,6,4.55,83,0.88,31.18,1.02,0,1.149117,19.989186,0.14879,0
CUST_006848,28.91,71.45,1255.07,39,42.54,189,0.21,31.71,0.86,2,2.471463,17.56571,1.471463,1
CUST_005199,24.5,10.77,167.37,41,-13.73,6,0.24,20.39,1.1,2,0.439592,15.54039,-0.560408,1
CUST_003228,22.9,25.78,571.48,7,2.88,139,0.96,21.26,1.2,0,1.125764,22.167572,0.125764,0
CUST_006892,19.59,16.4,408.55,50,-3.2,124,0.4,19.26,0.86,3,0.837162,24.911585,-0.163349,1
CUST_007127,21.1,21.88,440.19,38,0.78,6,0.02,22.24,0.98,2,1.036967,20.118373,0.036967,1
CUST_004665,19.33,19.82,407.96,11,0.5,30,0.9,17.78,0.94,0,1.025349,20.583249,0.025867,0
CUST_002451,20.57,23.07,349.24,4,2.5,213,0.85,20.91,1.18,0,1.121536,15.138275,0.121536,0
CUST_001612,32.57,35.63,635.5,8,3.07,65,0.96,31.55,1.07,0,1.093951,17.836093,0.094259,0
CUST_002873,25.85,26.07,486.98,6,0.22,53,0.95,24.9,1.1,0,1.008511,18.679708,0.008511,0
CUST_006791,14.35,11.97,271.95,27,-2.38,1,0.33,15.41,1.16,0,0.834146,22.719298,-0.165854,1
CUST_006876,16.36,20.49,376.23,35,4.13,11,0.04,16.46,1.0,3,1.252445,18.36164,0.252445,1
CUST_001774,22.5,24.85,416.73,5,2.34,60,0.78,20.62,1.06,0,1.104444,16.769819,0.104,0
CUST_007790,33.07,88.37,1409.97,28,55.31,9,0.04,33.88,1.07,1,2.67221,15.955302,1.672513,1
CUST_003027,24.95,31.51,776.1,10,6.56,226,0.98,22.83,1.18,0,1.262926,24.630276,0.262926,0
CUST_009902,25.81,71.56,1424.99,29,45.75,230,0.11,32.22,1.11,0,2.772569,19.91322,1.772569,1
CUST_002691,25.53,28.1,426.28,5,2.57,115,0.7,27.54,1.14,0,1.100666,15.170107,0.100666,0
CUST_001076,19.69,17.21,307.37,3,-2.48,68,0.9,21.75,0.95,0,0.874048,17.859965,-0.125952,0
CUST_003787,28.49,28.9,629.13,5,0.41,188,0.7,29.88,0.98,0,1.014391,21.769204,0.014391,0
CUST_004938,22.54,23.28,393.66,4,0.74,84,0.87,23.06,1.07,0,1.032831,16.909794,0.032831,0
CUST_003473,25.68,25.56,620.39,4,-0.12,28,0.7,23.85,1.15,0,0.995327,24.271909,-0.004673,0
CUST_004999,36.11,29.07,509.2,7,-7.05,50,0.86,34.57,0.84,0,0.80504,17.51634,-0.195237,0
CUST_006128,26.72,30.53,530.67,34,3.81,172,0.33,27.1,1.04,0,1.14259,17.381919,0.14259,1
CUST_003480,34.19,39.18,773.85,6,4.99,161,0.81,31.3,1.1,0,1.145949,19.751149,0.145949,0
CUST_000390,24.79,27.31,526.94,6,2.52,185,0.68,23.27,1.02,0,1.101654,19.294764,0.101654,0
CUST_001288,23.71,21.08,336.06,5,-2.63,85,0.77,22.07,0.85,0,0.889076,15.942125,-0.110924,0
CUST_007895,31.55,34.69,557.03,25,3.14,6,0.63,34.14,1.13,1,1.099525,16.057365,0.099525,1
CUST_006291,23.33,24.7,533.15,40,1.37,4,0.36,22.38,1.07,0,1.058723,21.58502,0.058723,1
CUST_008259,15.61,44.52,944.81,34,28.91,7,0.07,16.12,1.14,1,2.852018,21.222147,1.852018,1
CUST_004265,31.39,34.34,735.42,3,2.95,186,0.87,33.68,1.17,0,1.093979,21.415842,0.093979,0
CUST_001094,23.75,28.25,617.52,6,4.49,17,0.78,22.42,1.1,0,1.189474,21.859115,0.189053,0
CUST_006124,24.63,9.4,153.26,40,-15.23,11,0.12,20.09,0.95,0,0.381648,16.304255,-0.618352,1
CUST_009904,24.16,8.41,115.19,19,-15.75,207,0.56,22.31,0.87,2,0.348096,13.69679,-0.651904,1
CUST_009557,19.38,22.07,387.02,43,2.68,7,0.53,20.7,1.07,3,1.138803,17.536022,0.138287,1
CUST_001914,22.78,20.04,430.47,5,-2.74,155,0.96,25.2,0.89,0,0.879719,21.480539,-0.120281,0
CUST_003297,37.18,30.99,705.28,4,-6.19,137,0.8,33.8,0.84,0,0.833513,22.758309,-0.166487,0
CUST_001174,27.32,26.38,469.17,10,-0.94,49,0.44,30.2,0.95,0,0.965593,17.785064,-0.034407,0
CUST_006347,24.32,8.32,159.06,24,-15.99,121,0.02,25.08,0.89,1,0.342105,19.117788,-0.657484,1
CUST_002219,18.87,17.95,317.56,5,-0.93,146,0.78,19.53,0.83,0,0.951245,17.691365,-0.049285,0
CUST_004924,16.64,21.26,488.88,16,4.62,197,0.97,16.09,1.18,0,1.277644,22.995296,0.277644,0
CUST_009361,27.41,78.03,1604.48,23,50.63,233,0.15,29.26,1.14,0,2.846771,20.562348,1.847136,1
CUST_004447,20.04,18.9,302.19,10,-1.15,190,0.87,18.98,0.87,0,0.943114,15.988889,-0.057385,0
CUST_000210,28.05,32.51,509.44,5,4.45,238,1.0,26.33,1.06,0,1.159002,15.670255,0.158645,0
CUST_001678,15.93,20.75,441.22,14,4.82,150,0.57,15.46,1.15,0,1.302574,21.263614,0.302574,0
CUST_002882,18.76,15.0,372.52,8,-3.76,179,0.7,17.87,0.91,0,0.799574,24.834667,-0.200426,0
CUST_006269,29.49,25.92,596.53,39,-3.57,5,0.01,28.28,0.97,2,0.878942,23.014275,-0.121058,1
CUST_003345,27.14,29.57,450.17,7,2.43,169,0.75,27.78,0.95,0,1.089536,15.223876,0.089536,0
CUST_007345,28.58,11.71,151.9,41,-16.87,10,0.33,26.21,1.02,1,0.409727,12.971819,-0.590273,1
CUST_000385,31.94,28.19,664.94,7,-3.75,110,0.86,32.09,0.8,0,0.882592,23.587797,-0.117408,0
CUST_002052,15.02,16.77,286.97,5,1.75,191,0.94,15.85,1.14,0,1.116511,17.112105,0.116511,0
CUST_006272,32.46,35.94,750.12,58,3.48,191,0.06,30.42,1.03,3,1.107209,20.871452,0.107209,1
CUST_001569,23.59,24.56,590.51,4,0.98,183,0.71,25.56,1.02,0,1.041119,24.043567,0.041543,0
CUST_004239,19.15,18.69,322.32,7,-0.46,228,0.73,18.43,1.03,0,0.975979,17.245586,-0.024021,0
CUST_001024,20.0,22.3,445.77,3,2.3,101,0.97,19.38,1.09,0,1.115,19.989686,0.115,0
CUST_007803,40.92,17.03,275.12,29,-23.89,5,0.03,34.78,1.04,0,0.416178,16.155021,-0.583822,1
CUST_000571,19.11,19.91,400.99,9,0.79,170,0.77,17.6,1.1,0,1.041863,20.140131,0.04134,0
CUST_000993,13.84,13.39,264.08,7,-0.45,135,0.92,15.2,0.99,0,0.967486,19.722181,-0.032514,0
CUST_003483,21.16,25.8,394.77,7,4.63,47,0.96,22.28,1.08,0,1.219282,15.301163,0.218809,0
CUST_001725,32.77,35.9,842.09,6,3.13,87,0.91,29.8,1.0,0,1.095514,23.456546,0.095514,0
CUST_004303,36.32,37.6,929.32,6,1.29,233,0.99,34.74,0.94,0,1.035242,24.715957,0.035518,0
CUST_001304,27.88,29.12,578.76,5,1.23,23,0.89,30.5,1.06,0,1.044476,19.875,0.044118,0
CUST_006720,26.45,72.27,1578.33,38,45.83,185,0.01,31.41,1.09,0,2.732325,21.839352,1.732703,1
CUST_004106,26.41,30.05,672.13,5,3.64,101,0.76,27.52,1.0,0,1.137827,22.367055,0.137827,0
CUST_003910,26.12,30.57,470.5,7,4.44,156,0.4,26.76,1.18,0,1.170368,15.390906,0.169985,0
CUST_009993,26.97,61.13,847.89,38,34.16,3,0.07,29.77,0.91,1,2.266593,13.870276,1.266593,1
CUST_000704,31.51,32.54,775.49,8,1.03,126,0.99,29.38,1.15,0,1.032688,23.831899,0.032688,0
CUST_007886,26.82,42.25,1029.51,39,15.43,6,0.42,25.66,0.97,0,1.575317,24.367101,0.575317,1
CUST_002949,19.25,20.75,501.37,10,1.5,141,0.89,20.13,0.98,0,1.077922,24.16241,0.077922,0
CUST_007964,24.0,53.02,904.97,25,29.02,185,0.24,26.84,0.88,3,2.209167,17.068465,1.209167,1
CUST_000820,20.1,26.47,413.53,6,6.37,237,0.9,20.02,1.17,0,1.316915,15.622592,0.316915,0
CUST_002540,32.96,26.25,506.33,6,-6.72,173,0.71,32.59,0.82,0,0.79642,19.288762,-0.203883,0
CUST_008424,25.07,27.88,683.04,43,2.81,11,0.08,27.52,1.12,2,1.112086,24.499283,0.112086,1
CUST_005064,26.57,9.93,125.6,19,-16.64,8,0.3,20.66,0.93,2,0.37373,12.64854,-0.62627,1
CUST_007523,19.75,48.81,1003.53,40,29.06,1,0.29,22.16,0.99,0,2.471392,20.559926,1.471392,1
CUST_002335,14.59,14.1,238.46,3,-0.49,158,0.84,15.54,1.05,0,0.966415,16.912057,-0.033585,0
CUST_008203,25.87,12.27,161.18,30,-13.6,221,0.1,23.45,1.19,1,0.474295,13.136104,-0.525705,1
CUST_007989,17.85,30.33,734.97,28,12.48,2,0.04,17.2,0.96,0,1.69916,24.232443,0.69916,1
CUST_007788,31.24,68.72,1314.92,19,37.48,157,0.1,33.76,0.88,1,2.199744,19.134459,1.199744,1
CUST_008507,17.11,36.99,501.67,39,19.88,10,0.22,17.75,0.86,1,2.161894,13.562314,1.161894,1
CUST_000623,34.67,38.31,830.35,10,3.64,197,0.77,31.87,1.09,0,1.10499,21.674498,0.10499,0
CUST_005825,24.95,9.53,142.6,32,-15.42,142,0.14,21.42,0.95,1,0.381964,14.963274,-0.618036,1
CUST_006018,25.54,8.34,100.0,36,-17.2,220,0.19,23.32,0.82,1,0.326547,11.990408,-0.673453,1
CUST_006306,20.51,8.76,152.29,26,-11.75,7,0.12,17.27,1.07,3,0.427109,17.384703,-0.572891,1
CUST_000005,23.65,19.39,353.98,5,-4.26,199,0.8,25.85,0.86,0,0.819873,18.255802,-0.180127,0
CUST_005361,33.92,15.31,171.14,39,-18.61,170,0.09,31.47,1.13,1,0.451356,11.178315,-0.548644,1
CUST_001386,32.66,35.73,776.79,3,3.06,80,0.92,30.65,1.02,0,1.093999,21.740554,0.093693,0
CUST_006372,22.41,58.11,938.42,22,35.69,1,0.41,23.72,1.04,0,2.593039,16.149028,1.592593,1
CUST_005950,27.37,41.73,895.84,36,14.36,8,0.49,26.87,0.97,1,1.524662,21.467529,0.524662,1
CUST_002525,17.49,12.72,297.78,10,-4.77,235,0.96,17.55,0.81,0,0.727273,23.410377,-0.272727,0
CUST_003449,21.08,24.75,506.75,9,3.68,85,0.66,22.37,1.09,0,1.174099,20.474747,0.174573,0
CUST_001074,35.25,24.88,497.08,16,-10.36,132,0.59,34.83,0.82,0,0.705816,19.9791,-0.293901,0
CUST_002943,16.72,15.24,349.29,6,-1.48,115,0.98,18.55,1.06,0,0.911483,22.919291,-0.088517,0
